categoria;nombre;provincia_nombre;Token0;Token1;Token2;Token3;Token4;Token5;Token6
RUTA;ruta nac 38;La Rioja;ruta;nac;38;;;;
CALLE;salvador allende;La Rioja;salvador;allende;;;;;
RUTA;ruta nac 75;La Rioja;ruta;nac;75;;;;
RUTA;ruta pcial 5 benjamin matienzo;La Rioja;ruta;pcial;5;benjamin;matienzo;;
CALLE;s ortiz;La Rioja;s;ortiz;;;;;
CALLE;saavedra;La Rioja;saavedra;;;;;;
CALLE;sagrada familia;La Rioja;sagrada;familia;;;;;
CALLE;samuel luna;La Rioja;samuel;luna;;;;;
CALLE;san antonio;La Rioja;san;antonio;;;;;
CALLE;san cayetano;La Rioja;san;cayetano;;;;;
CALLE;san ignacio;La Rioja;san;ignacio;;;;;
CALLE;san isidro;La Rioja;san;isidro;;;;;
CALLE;san jorge;La Rioja;san;jorge;;;;;
CALLE;san juan;La Rioja;san;juan;;;;;
CALLE;san juan diego;La Rioja;san;juan;diego;;;;
CALLE;san luis;La Rioja;san;luis;;;;;
CALLE;san nicolas de bari;La Rioja;san;nicolas;de;bari;;;
CALLE;san roman;La Rioja;san;roman;;;;;
CALLE;san sebastian;La Rioja;san;sebastian;;;;;
CALLE;sanagasta;La Rioja;sanagasta;;;;;;
CALLE;santa cecilia;La Rioja;santa;cecilia;;;;;
CALLE;santa cruz;La Rioja;santa;cruz;;;;;
CALLE;santa isabel;La Rioja;santa;isabel;;;;;
CALLE;santa maria;La Rioja;santa;maria;;;;;
CALLE;santander;La Rioja;santander;;;;;;
CALLE;santo domingo;La Rioja;santo;domingo;;;;;
CALLE;saujil;La Rioja;saujil;;;;;;
CALLE;sevilla;La Rioja;sevilla;;;;;;
CALLE;sgt cabral;La Rioja;sgt;cabral;;;;;
CALLE;sierra de los llanos;La Rioja;sierra;de;los;llanos;;;
CALLE;sierra de vilgo;La Rioja;sierra;de;vilgo;;;;
CALLE;sierra del famatina;La Rioja;sierra;del;famatina;;;;
CALLE;sierra del velazco;La Rioja;sierra;del;velazco;;;;
CALLE;soberania nacional;La Rioja;soberania;nacional;;;;;
CALLE;sonia lander;La Rioja;sonia;lander;;;;;
CALLE;sta lucia;La Rioja;sta;lucia;;;;;
CALLE;sta rita;La Rioja;sta;rita;;;;;
CALLE;sta teresita;La Rioja;sta;teresita;;;;;
CALLE;stelzner;La Rioja;stelzner;;;;;;
CALLE;suecia;La Rioja;suecia;;;;;;
CALLE;suipacha;La Rioja;suipacha;;;;;;
CALLE;susy morand;La Rioja;susy;morand;;;;;
CALLE;tablada;La Rioja;tablada;;;;;;
CALLE;tacuari;La Rioja;tacuari;;;;;;
CALLE;tala;La Rioja;tala;;;;;;
CALLE;talampaya;La Rioja;talampaya;;;;;;
CALLE;tata duarte;La Rioja;tata;duarte;;;;;
CALLE;talamuyuna;La Rioja;talamuyuna;;;;;;
CALLE;tama;La Rioja;tama;;;;;;
CALLE;teresita flores;La Rioja;teresita;flores;;;;;
CALLE;tierra de caudillos;La Rioja;tierra;de;caudillos;;;;
CALLE;tierra del fuego;La Rioja;tierra;del;fuego;;;;
CALLE;tilcara;La Rioja;tilcara;;;;;;
CALLE;timotes;La Rioja;timotes;;;;;;
CALLE;tinkunaco;La Rioja;tinkunaco;;;;;;
CALLE;tomas carbel;La Rioja;tomas;carbel;;;;;
CALLE;tristan ochoa;La Rioja;tristan;ochoa;;;;;
CALLE;triunvirato;La Rioja;triunvirato;;;;;;
CALLE;tte 1ro ibanez;La Rioja;tte;1ro;ibanez;;;;
CALLE;tte gorraga;La Rioja;tte;gorraga;;;;;
CALLE;tte sobral;La Rioja;tte;sobral;;;;;
CALLE;tucuman;La Rioja;tucuman;;;;;;
CALLE;tudcum;La Rioja;tudcum;;;;;;
CALLE;tupac amaru;La Rioja;tupac;amaru;;;;;
CALLE;tupungato;La Rioja;tupungato;;;;;;
CALLE;turin;La Rioja;turin;;;;;;
CALLE;tuyuti;La Rioja;tuyuti;;;;;;
CALLE;ulapes;La Rioja;ulapes;;;;;;
CALLE;unudad nacional;La Rioja;unudad;nacional;;;;;
CALLE;uspallata;La Rioja;uspallata;;;;;;
CALLE;usuahia;La Rioja;usuahia;;;;;;
CALLE;v saadi;La Rioja;v;saadi;;;;;
CALLE;valencia;La Rioja;valencia;;;;;;
CALLE;valparaiso;La Rioja;valparaiso;;;;;;
CALLE;venecia;La Rioja;venecia;;;;;;
CALLE;venezuela;La Rioja;venezuela;;;;;;
CALLE;veronica paez;La Rioja;veronica;paez;;;;;
CALLE;viamonte;La Rioja;viamonte;;;;;;
CALLE;vicente bustos;La Rioja;vicente;bustos;;;;;
CALLE;vicente lopez y planes;La Rioja;vicente;lopez;y;planes;;;
CALLE;victoria romero;La Rioja;victoria;romero;;;;;
CALLE;victorio antonio moretti;La Rioja;victorio;antonio;moretti;;;;
CALLE;viento blanco;La Rioja;viento;blanco;;;;;
CALLE;vilcapugio;La Rioja;vilcapugio;;;;;;
CALLE;villa castelli;La Rioja;villa;castelli;;;;;
CALLE;villa union;La Rioja;villa;union;;;;;
CALLE;vinchina;La Rioja;vinchina;;;;;;
CALLE;virgen de copa cabana;La Rioja;virgen;de;copa;cabana;;;
CALLE;virgen de itati;La Rioja;virgen;de;itati;;;;
CALLE;virgen de lourdes;La Rioja;virgen;de;lourdes;;;;
CALLE;virgen del rosario;La Rioja;virgen;del;rosario;;;;
CALLE;virgen del valle;La Rioja;virgen;del;valle;;;;
CALLE;virgen india;La Rioja;virgen;india;;;;;
CALLE;virgo;La Rioja;virgo;;;;;;
CALLE;vivero nacional;La Rioja;vivero;nacional;;;;;
CALLE;yabatis;La Rioja;yabatis;;;;;;
CALLE;yapeyu;La Rioja;yapeyu;;;;;;
CALLE;yatasto;La Rioja;yatasto;;;;;;
CALLE;zaragoza;La Rioja;zaragoza;;;;;;
CALLE;12 de octubre;La Rioja;12;de;octubre;;;;
CALLE;aborigenes argentinos;La Rioja;aborigenes;argentinos;;;;;
CALLE;acceso a ruta;La Rioja;acceso;a;ruta;;;;
CALLE;aguadita;La Rioja;aguadita;;;;;;
CALLE;alfonsina storni;La Rioja;alfonsina;storni;;;;;
CALLE;angel v penaloza;La Rioja;angel;v;penaloza;;;;
CALLE;apache;La Rioja;apache;;;;;;
CALLE;atiles;La Rioja;atiles;;;;;;
CALLE;augusto pereyra;La Rioja;augusto;pereyra;;;;;
AV;av federal;La Rioja;av;federal;;;;;
AV;av felipe varela;La Rioja;av;felipe;varela;;;;
AV;av malvinas argentinas;La Rioja;av;malvinas;argentinas;;;;
AV;av nicolas m ayan;La Rioja;av;nicolas;m;ayan;;;
AV;av padre martin gomez;La Rioja;av;padre;martin;gomez;;;
AV;av presidente peron;La Rioja;av;presidente;peron;;;;
AV;av raul alfonsin;La Rioja;av;raul;alfonsin;;;;
CALLE;bolivia;La Rioja;bolivia;;;;;;
CALLE;brig de la colina;La Rioja;brig;de;la;colina;;;
CALLE;calle 180;La Rioja;calle;180;;;;;
CALLE;calle publica n 5;La Rioja;calle;publica;n;5;;;
CALLE;carlos de dios murias;La Rioja;carlos;de;dios;murias;;;
CALLE;cbo dario vera;La Rioja;cbo;dario;vera;;;;
CALLE;ciudadela;La Rioja;ciudadela;;;;;;
CALLE;colon;La Rioja;colon;;;;;;
CALLE;constantino carbel;La Rioja;constantino;carbel;;;;;
CALLE;costanera sur;La Rioja;costanera;sur;;;;;
CALLE;diaguita;La Rioja;diaguita;;;;;;
CALLE;diego de arroyo;La Rioja;diego;de;arroyo;;;;
CALLE;encuentro;La Rioja;encuentro;;;;;;
CALLE;esteban echeverria;La Rioja;esteban;echeverria;;;;;
CALLE;esteban penaloza;La Rioja;esteban;penaloza;;;;;
RUTA;ex ruta;La Rioja;ex;ruta;;;;;
CALLE;felix abdala;La Rioja;felix;abdala;;;;;
CALLE;gabriel longueville;La Rioja;gabriel;longueville;;;;;
CALLE;gdor gordillo;La Rioja;gdor;gordillo;;;;;
CALLE;guaja;La Rioja;guaja;;;;;;
CALLE;hna charo;La Rioja;hna;charo;;;;;
CALLE;ibera;La Rioja;ibera;;;;;;
CALLE;igr juan vera;La Rioja;igr;juan;vera;;;;
CALLE;int pedro quiroga;La Rioja;int;pedro;quiroga;;;;
CALLE;jose l borges;La Rioja;jose;l;borges;;;;
CALLE;jose rigazzi;La Rioja;jose;rigazzi;;;;;
CALLE;jose sixto aguero;La Rioja;jose;sixto;aguero;;;;
CALLE;juan carponi;La Rioja;juan;carponi;;;;;
CALLE;juarez celman;La Rioja;juarez;celman;;;;;
CALLE;julio a roca;La Rioja;julio;a;roca;;;;
CALLE;laprida;La Rioja;laprida;;;;;;
CALLE;los allis;La Rioja;los;allis;;;;;
CALLE;lopez lugonez;La Rioja;lopez;lugonez;;;;;
CALLE;manuel villanueva;La Rioja;manuel;villanueva;;;;;
CALLE;montonera riojana;La Rioja;montonera;riojana;;;;;
CALLE;peat 29;La Rioja;peat;29;;;;;
PJE;pje 3;La Rioja;pje;3;;;;;
PJE;pje ferroviario;La Rioja;pje;ferroviario;;;;;
CALLE;san francisco;La Rioja;san;francisco;;;;;
RUTA;ruta nac 79;La Rioja;ruta;nac;79;;;;
CALLE;salta;La Rioja;salta;;;;;;
CALLE;san nicolas;La Rioja;san;nicolas;;;;;
CALLE;santa rita;La Rioja;santa;rita;;;;;
CALLE;ursula aguero;La Rioja;ursula;aguero;;;;;
CALLE;uruguay;La Rioja;uruguay;;;;;;
CALLE;vicente almonacid;La Rioja;vicente;almonacid;;;;;
CALLE;virgen de polco;La Rioja;virgen;de;polco;;;;
CALLE;virgen del buen anuncio;La Rioja;virgen;del;buen;anuncio;;;
CALLE;yacampis;La Rioja;yacampis;;;;;;
CALLE;10 de noviembre;La Rioja;10;de;noviembre;;;;
CALLE;13 de junio;La Rioja;13;de;junio;;;;
CALLE;17 de noviembre;La Rioja;17;de;noviembre;;;;
CALLE;19 de febrero;La Rioja;19;de;febrero;;;;
CALLE;1ro de julio;La Rioja;1ro;de;julio;;;;
CALLE;22 de agosto;La Rioja;22;de;agosto;;;;
CALLE;22 de mayo;La Rioja;22;de;mayo;;;;
CALLE;24 de abril;La Rioja;24;de;abril;;;;
CALLE;24 de septiembre;La Rioja;24;de;septiembre;;;;
CALLE;3 de marzo;La Rioja;3;de;marzo;;;;
CALLE;4 de junio;La Rioja;4;de;junio;;;;
CALLE;7 de agosto;La Rioja;7;de;agosto;;;;
CALLE;7 de mayo;La Rioja;7;de;mayo;;;;
CALLE;9 de diciembre;La Rioja;9;de;diciembre;;;;
CALLE;adolfo davila;La Rioja;adolfo;davila;;;;;
CALLE;alberto ocampo;La Rioja;alberto;ocampo;;;;;
CALLE;almonacid;La Rioja;almonacid;;;;;;
CALLE;almte guillermo brow;La Rioja;almte;guillermo;brow;;;;
CALLE;alto carrizal;La Rioja;alto;carrizal;;;;;
CALLE;ampallao;La Rioja;ampallao;;;;;;
CALLE;atahualpa;La Rioja;atahualpa;;;;;;
AV;av de circunvalacion;La Rioja;av;de;circunvalacion;;;;
AV;av pelagio b luna;La Rioja;av;pelagio;b;luna;;;
AV;av pres illia este;La Rioja;av;pres;illia;este;;;
AV;av pres illia oeste;La Rioja;av;pres;illia;oeste;;;
AV;av pres peron;La Rioja;av;pres;peron;;;;
AV;av remedios de escalada de san martin;La Rioja;av;remedios;de;escalada;de;san;martin
AV;av tamberia del inca;La Rioja;av;tamberia;del;inca;;;
CALLE;belisario lobos norte;La Rioja;belisario;lobos;norte;;;;
CALLE;belisario lobos sur;La Rioja;belisario;lobos;sur;;;;
CALLE;berlin;La Rioja;berlin;;;;;;
CALLE;bonifacio davila;La Rioja;bonifacio;davila;;;;;
CALLE;brasil;La Rioja;brasil;;;;;;
CALLE;cacique chancalay;La Rioja;cacique;chancalay;;;;;
CALLE;cacique moretay;La Rioja;cacique;moretay;;;;;
CALLE;castro y bazan;La Rioja;castro;y;bazan;;;;
CALLE;celina mercado;La Rioja;celina;mercado;;;;;
AV;circunvalacion;La Rioja;circunvalacion;;;;;;
CALLE;cuchi sanagua;La Rioja;cuchi;sanagua;;;;;
CALLE;dona rosa luna vidalera;La Rioja;dona;rosa;luna;vidalera;;;
CALLE;domingo f sarmiento;La Rioja;domingo;f;sarmiento;;;;
CALLE;dr martinez;La Rioja;dr;martinez;;;;;
CALLE;dr santiago bazan;La Rioja;dr;santiago;bazan;;;;
CALLE;el encuentro;La Rioja;el;encuentro;;;;;
CALLE;el famatina;La Rioja;el;famatina;;;;;
CALLE;el nevado;La Rioja;el;nevado;;;;;
CALLE;el pelegrino;La Rioja;el;pelegrino;;;;;
CALLE;el rincon;La Rioja;el;rincon;;;;;
CALLE;formosa;La Rioja;formosa;;;;;;
CALLE;gdor motta;La Rioja;gdor;motta;;;;;
CALLE;gregorio chavez;La Rioja;gregorio;chavez;;;;;
CALLE;grl guemes norte;La Rioja;grl;guemes;norte;;;;
CALLE;grl guemes sur;La Rioja;grl;guemes;sur;;;;
CALLE;grl manuel belgrano;La Rioja;grl;manuel;belgrano;;;;
CALLE;guillermo iribarren;La Rioja;guillermo;iribarren;;;;;
CALLE;guillermo treloar;La Rioja;guillermo;treloar;;;;;
CALLE;inca tupac yupanqui;La Rioja;inca;tupac;yupanqui;;;;
CALLE;jazmin ocampo;La Rioja;jazmin;ocampo;;;;;
CALLE;juan jose paso;La Rioja;juan;jose;paso;;;;
PJE;juan r de velazco;La Rioja;juan;r;de;velazco;;;
CALLE;julian amatte;La Rioja;julian;amatte;;;;;
CALLE;la mejicana;La Rioja;la;mejicana;;;;;
CALLE;la merced;La Rioja;la;merced;;;;;
CALLE;las pircas;La Rioja;las;pircas;;;;;
CALLE;leandro n alem;La Rioja;leandro;n;alem;;;;
CALLE;los diaguitas;La Rioja;los;diaguitas;;;;;
CALLE;maximo martinez;La Rioja;maximo;martinez;;;;;
CALLE;mercedes m de silvano;La Rioja;mercedes;m;de;silvano;;;
CALLE;montecarlo;La Rioja;montecarlo;;;;;;
CALLE;nino de hualco;La Rioja;nino;de;hualco;;;;
CALLE;nosenta pizzeta;La Rioja;nosenta;pizzeta;;;;;
CALLE;ortiz de ocampo;La Rioja;ortiz;de;ocampo;;;;
CALLE;ortiz de ocampo sur;La Rioja;ortiz;de;ocampo;sur;;;
CALLE;pachamama;La Rioja;pachamama;;;;;;
CALLE;parana;La Rioja;parana;;;;;;
PJE;pasaje 1;La Rioja;pasaje;1;;;;;
PJE;pasaje 10;La Rioja;pasaje;10;;;;;
PJE;pasaje 2;La Rioja;pasaje;2;;;;;
PJE;pasaje 3;La Rioja;pasaje;3;;;;;
PJE;pasaje 4;La Rioja;pasaje;4;;;;;
PJE;pasaje 5;La Rioja;pasaje;5;;;;;
PJE;pasaje 6;La Rioja;pasaje;6;;;;;
PJE;pasaje 7;La Rioja;pasaje;7;;;;;
PJE;pasaje 8;La Rioja;pasaje;8;;;;;
PJE;pasaje 9;La Rioja;pasaje;9;;;;;
CALLE;pedro morales;La Rioja;pedro;morales;;;;;
PJE;pje altomonte;La Rioja;pje;altomonte;;;;;
PJE;pje caminito;La Rioja;pje;caminito;;;;;
PJE;pje canal;La Rioja;pje;canal;;;;;
PJE;pje hipolito yrigoyen;La Rioja;pje;hipolito;yrigoyen;;;;
PJE;pje juan m esquiu;La Rioja;pje;juan;m;esquiu;;;
PJE;pje la mejicana;La Rioja;pje;la;mejicana;;;;
PJE;pje libertad norte;La Rioja;pje;libertad;norte;;;;
PJE;pje mariano moreno;La Rioja;pje;mariano;moreno;;;;
PJE;pje motta;La Rioja;pje;motta;;;;;
PJE;pje ortiz de ocampo;La Rioja;pje;ortiz;de;ocampo;;;
PJE;pje san francisco;La Rioja;pje;san;francisco;;;;
PJE;pje san nicolas;La Rioja;pje;san;nicolas;;;;
PJE;pje san roman;La Rioja;pje;san;roman;;;;
PJE;pje santa rita;La Rioja;pje;santa;rita;;;;
PJE;pje santa rosa;La Rioja;pje;santa;rosa;;;;
PJE;pje santo domingo;La Rioja;pje;santo;domingo;;;;
PJE;pje timoteo gordillo;La Rioja;pje;timoteo;gordillo;;;;
CALLE;pres aramburu;La Rioja;pres;aramburu;;;;;
CALLE;primera junta;La Rioja;primera;junta;;;;;
CALLE;prof gregorio cavero;La Rioja;prof;gregorio;cavero;;;;
CALLE;prof maximo martinez;La Rioja;prof;maximo;martinez;;;;
CALLE;puerto caldero;La Rioja;puerto;caldero;;;;;
CALLE;ramirez de velazco;La Rioja;ramirez;de;velazco;;;;
CALLE;ricardo rojas;La Rioja;ricardo;rojas;;;;;
CALLE;real viejo;La Rioja;real;viejo;;;;;
CALLE;retiro;La Rioja;retiro;;;;;;
CALLE;ricardo balbin;La Rioja;ricardo;balbin;;;;;
CALLE;roque lanus;La Rioja;roque;lanus;;;;;
RUTA;ruta a malligasta;La Rioja;ruta;a;malligasta;;;;
RUTA;ruta a tilimuqui;La Rioja;ruta;a;tilimuqui;;;;
RUTA;ruta nac 40;La Rioja;ruta;nac;40;;;;
RUTA;ruta pcial 12;La Rioja;ruta;pcial;12;;;;
RUTA;ruta pcial 13;La Rioja;ruta;pcial;13;;;;
RUTA;ruta pcial 14;La Rioja;ruta;pcial;14;;;;
RUTA;ruta pcial 15;La Rioja;ruta;pcial;15;;;;
CALLE;san jose;La Rioja;san;jose;;;;;
CALLE;sixto guevara;La Rioja;sixto;guevara;;;;;
CALLE;santa barbara;La Rioja;santa;barbara;;;;;
CALLE;santa lucia;La Rioja;santa;lucia;;;;;
CALLE;spilinbergo;La Rioja;spilinbergo;;;;;;
CALLE;timoteo gordillo;La Rioja;timoteo;gordillo;;;;;
CALLE;vicente a almonacid;La Rioja;vicente;a;almonacid;;;;
CALLE;vidaleras ramona y lidia barrios;La Rioja;vidaleras;ramona;y;lidia;barrios;;
CALLE;wamatinag;La Rioja;wamatinag;;;;;;
CALLE;zelada davila;La Rioja;zelada;davila;;;;;
CALLE;18 de octubre;La Rioja;18;de;octubre;;;;
CALLE;2 de abril;La Rioja;2;de;abril;;;;
CALLE;almandos almonacid;La Rioja;almandos;almonacid;;;;;
CALLE;americo abelin;La Rioja;americo;abelin;;;;;
AV;av 9 de julio;La Rioja;av;9;de;julio;;;
AV;av penaloza;La Rioja;av;penaloza;;;;;
AV;av san martin;La Rioja;av;san;martin;;;;
CALLE;belinda fernandez;La Rioja;belinda;fernandez;;;;;
CALLE;calle proyectada;La Rioja;calle;proyectada;;;;;
CALLE;calle publica n 10;La Rioja;calle;publica;n;10;;;
CALLE;calle publica n 7;La Rioja;calle;publica;n;7;;;
CALLE;calle publica n 8;La Rioja;calle;publica;n;8;;;
CALLE;calle publica n 9;La Rioja;calle;publica;n;9;;;
CALLE;cont salta;La Rioja;cont;salta;;;;;
CALLE;camino a la piedra;La Rioja;camino;a;la;piedra;;;
CALLE;f ortiz de ocampo;La Rioja;f;ortiz;de;ocampo;;;
CALLE;grl roca;La Rioja;grl;roca;;;;;
CALLE;heroe de chepes;La Rioja;heroe;de;chepes;;;;
CALLE;heroes de malvinas;La Rioja;heroes;de;malvinas;;;;
CALLE;holongasta;La Rioja;holongasta;;;;;;
CALLE;hugo guzman;La Rioja;hugo;guzman;;;;;
CALLE;jose m paz;La Rioja;jose;m;paz;;;;
CALLE;juan b alberdi;La Rioja;juan;b;alberdi;;;;
CALLE;juan d peron;La Rioja;juan;d;peron;;;;
CALLE;juan m de rosas;La Rioja;juan;m;de;rosas;;;
CALLE;los andes;La Rioja;los;andes;;;;;
CALLE;martin guemes;La Rioja;martin;guemes;;;;;
CALLE;mexico;La Rioja;mexico;;;;;;
CALLE;mons enrique angelelli;La Rioja;mons;enrique;angelelli;;;;
CALLE;natividad aguero;La Rioja;natividad;aguero;;;;;
CALLE;republica argentina;La Rioja;republica;argentina;;;;;
RUTA;ruta nac 141;La Rioja;ruta;nac;141;;;;
RUTA;ruta pcial 24;La Rioja;ruta;pcial;24;;;;
CALLE;sagrado corazon de jesus;La Rioja;sagrado;corazon;de;jesus;;;
CALLE;san juan bosco;La Rioja;san;juan;bosco;;;;
CALLE;victorino de la plaza;La Rioja;victorino;de;la;plaza;;;
