Nombre;Tipo;Numeración;Nombre_limpio;Token0;Token1;Token2;Token3;Token4;Token5;Token6;Token7;Token8;Token9;Token10;Token11;Token12;Token13;Token14
centro educativo rosario ocampo de iribarren (ext.aulica esc. n°106- guanchin));esc.;n°106;centro educativo rosario ocampo de iribarren (ext.aulica  - guanchin));centro;educativo;rosario;ocampo;de;iribarren;(ext.aulica;;-;guanchin));;;;;
esc.n°405 padre armando amirati;esc.;n°405;padre armando amirati;padre;armando;amirati;;;;;;;;;;;;
colegio secundario provincial de aminga;colegio;;secundario provincial de aminga;secundario;provincial;de;aminga;;;;;;;;;;;
centro de animacion socio cultural guandacol;;;centro de animacion socio cultural guandacol;centro;de;animacion;socio;cultural;guandacol;;;;;;;;;
centro de apoyo pedagogico n°50;;n°50;centro de apoyo pedagogico;centro;de;apoyo;pedagogico;;;;;;;;;;;
colegio secundario provincial n°05 coronel felipe varela;colegio;n°05;secundario provincial  coronel felipe varela;secundario;provincial;;coronel;felipe;varela;;;;;;;;;
colegio secundario provincial n°06;colegio;n°06;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario provincial n°08;colegio;n°08;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario provincial n°09;colegio;n°09;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario provincial n°10;colegio;n°10;secundario provincial;secundario;provincial;;;;;;;;;;;;;
jardin de infantes n°49 irma otañez de soler;jardin de infantes;n°49;irma otañez de soler;irma;otañez;de;soler;;;;;;;;;;;
jardin de infantes n°46 cristina cortes aldonatte;jardin de infantes;n°46;cristina cortes aldonatte;cristina;cortes;aldonatte;;;;;;;;;;;;
esc.n°407 rofesor delfor tapia;esc.;n°407;rofesor delfor tapia;rofesor;delfor;tapia;;;;;;;;;;;;
jardin de infantes n°48 burbujitas de alegrias;jardin de infantes;n°48;burbujitas de alegrias;burbujitas;de;alegrias;;;;;;;;;;;;
jardin de infantes n°50 divino niño jesus;jardin de infantes;n°50;divino niño jesus;divino;niño;jesus;;;;;;;;;;;;
i.s.f.d. joaquin v.gonzalez (ex esc.normal);esc.;;i.s.f.d. joaquin v.gonzalez (ex normal);i.s.f.d.;joaquin;v.gonzalez;(ex;normal);;;;;;;;;;
colegio secundario provincial n°11;colegio;n°11;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario provincial n°12;colegio;n°12;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario provincial n°12 (esc.n°199);colegio;n°12;secundario provincial  ();secundario;provincial;;();;;;;;;;;;;
colegio secundario provincial n°13;colegio;n°13;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario provincial n°13 (esc.n°230);colegio;n°13;secundario provincial  ();secundario;provincial;;();;;;;;;;;;;
i.s.f.d. dr.pedro ignacio de castro barros (ex esc.normal);esc.;;i.s.f.d. dr.pedro ignacio de castro barros (ex normal);i.s.f.d.;dr.pedro;ignacio;de;castro;barros;(ex;normal);;;;;;;
esc.n°408;esc.;n°408;;;;;;;;;;;;;;;;
esc.n°409;esc.;n°409;;;;;;;;;;;;;;;;
instituto privado arco iris;instituto;;privado arco iris;privado;arco;iris;;;;;;;;;;;;
jardin de infantes n°51;jardin de infantes;n°51;;;;;;;;;;;;;;;;
colegio secundario provincial el cadillo ;colegio;;secundario provincial el cadillo;secundario;provincial;el;cadillo;;;;;;;;;;;
colegio secundario provincial el cadillo  (esc.n°272 v.lopez);colegio;n°272;secundario provincial el cadillo  ( v.lopez);secundario;provincial;el;cadillo;;(;v.lopez);;;;;;;;
colegio secundario provincial el cadillo  (esc.n°205);colegio;n°205;secundario provincial el cadillo  ();secundario;provincial;el;cadillo;;();;;;;;;;;
colegio secundario provincial el cadillo  (esc.n°112 delia d. de gatica);colegio;n°112;secundario provincial el cadillo  ( delia d. de gatica);secundario;provincial;el;cadillo;;(;delia;d.;de;gatica);;;;;
colegio secundario provincial el cadillo  (esc.n°207 caudillos riojano);colegio;n°207;secundario provincial el cadillo  ( caudillos riojano);secundario;provincial;el;cadillo;;(;caudillos;riojano);;;;;;;
colegio secundario provincial  el cadillo (esc.317);colegio;;secundario provincial  el cadillo (317);secundario;provincial;;el;cadillo;(317);;;;;;;;;
colegio secundario provincial  el cadillo (esc.390);colegio;;secundario provincial  el cadillo (390);secundario;provincial;;el;cadillo;(390);;;;;;;;;
jardin maternal municipal niño jesus;;;jardin maternal municipal niño jesus;jardin;maternal;municipal;niño;jesus;;;;;;;;;;
esc.n°264 pbro.luis torres molina;esc.;n°264;pbro.luis torres molina;pbro.luis;torres;molina;;;;;;;;;;;;
jardin de infantes n° 81 gregorio cavero (ex municipal);jardin de infantes;;n° 81 gregorio cavero (ex municipal);n°;81;gregorio;cavero;(ex;municipal);;;;;;;;;
colegio provincial n°07;colegio;n°07;provincial;provincial;;;;;;;;;;;;;;
esc.n°410;esc.;n°410;;;;;;;;;;;;;;;;
jardin de infantes n°52;jardin de infantes;n°52;;;;;;;;;;;;;;;;
unidad educativa del spp(servicio penitenciario provincial);;;unidad educativa del spp(servicio penitenciario provincial);unidad;educativa;del;spp(servicio;penitenciario;provincial);;;;;;;;;
jardin de infantes privado santa cecilia;jardin de infantes;;privado santa cecilia;privado;santa;cecilia;;;;;;;;;;;;
c.a.p. n°53;;n°53;c.a.p.;c.a.p.;;;;;;;;;;;;;;
colegio provincial n°14;colegio;n°14;provincial;provincial;;;;;;;;;;;;;;
colegio provincial de anjullon;colegio;;provincial de anjullon;provincial;de;anjullon;;;;;;;;;;;;
colegio nacional agrotecnico ing. julio cesar martinez;colegio;;nacional agrotecnico ing. julio cesar martinez;nacional;agrotecnico;ing.;julio;cesar;martinez;;;;;;;;;
jardin de infantes n°53;jardin de infantes;n°53;;;;;;;;;;;;;;;;
esc.n°412;esc.;n°412;;;;;;;;;;;;;;;;
esc.n°413;esc.;n°413;;;;;;;;;;;;;;;;
i.s.f.d y t de guandacol;;;i.s.f.d y t de guandacol;i.s.f.d;y;t;de;guandacol;;;;;;;;;;
i.s.f.t.p. de pituil;;;i.s.f.t.p. de pituil;i.s.f.t.p.;de;pituil;;;;;;;;;;;;
esc.n°411;esc.;n°411;;;;;;;;;;;;;;;;
jardin materno infantil jugando;;;jardin materno infantil jugando;jardin;materno;infantil;jugando;;;;;;;;;;;
jardin de infantes n°55 prof.rita cristina rubiolo;jardin de infantes;n°55;prof.rita cristina rubiolo;prof.rita;cristina;rubiolo;;;;;;;;;;;;
esc.n°414;esc.;n°414;;;;;;;;;;;;;;;;
jardin de infantes n°57;jardin de infantes;n°57;;;;;;;;;;;;;;;;
jardin de infantes n°58;jardin de infantes;n°58;;;;;;;;;;;;;;;;
jardin de infantes n°54 virgen del campanario;jardin de infantes;n°54;virgen del campanario;virgen;del;campanario;;;;;;;;;;;;
jardin maternal e inicial happy kid;;;jardin maternal e inicial happy kid;jardin;maternal;e;inicial;happy;kid;;;;;;;;;
jardin de infantes n°60;jardin de infantes;n°60;;;;;;;;;;;;;;;;
jardin de infantes n°56;jardin de infantes;n°56;;;;;;;;;;;;;;;;
esc.n°415;esc.;n°415;;;;;;;;;;;;;;;;
jardin de infantes n°63;jardin de infantes;n°63;;;;;;;;;;;;;;;;
jardin de infantes n°61;jardin de infantes;n°61;;;;;;;;;;;;;;;;
jardín de infantes n°62;;n°62;jardín de infantes;jardín;de;infantes;;;;;;;;;;;;
jardin de infantes n°62 anexo virgen de los cerros;jardin de infantes;n°62;anexo virgen de los cerros;anexo;virgen;de;los;cerros;;;;;;;;;;
colegio secundario provincial n°15;colegio;n°15;secundario provincial;secundario;provincial;;;;;;;;;;;;;
colegio secundario - altos de chilecito;colegio;;secundario - altos de chilecito;secundario;-;altos;de;chilecito;;;;;;;;;;
jardin de infantes n°64 gladys tomasa candia de palma;jardin de infantes;n°64;gladys tomasa candia de palma;gladys;tomasa;candia;de;palma;;;;;;;;;;
jardin de infantes n°59;jardin de infantes;n°59;;;;;;;;;;;;;;;;
jardin de infantes (gestión comunitaria);jardin de infantes;;(gestión comunitaria);(gestión;comunitaria);;;;;;;;;;;;;
jardin de infantes n°65 (ex anexo escuela normal juan facundo quiroga chepes);jardin de infantes;n°65;(ex anexo  normal juan facundo quiroga chepes);(ex;anexo;;normal;juan;facundo;quiroga;chepes);;;;;;;
jardín de infantes extensión mascasin / la calera;;;jardín de infantes extensión mascasin / la calera;jardín;de;infantes;extensión;mascasin;/;la;calera;;;;;;;
jardin de infantes n°67;jardin de infantes;n°67;;;;;;;;;;;;;;;;
cesser semillita;;;cesser semillita;cesser;semillita;;;;;;;;;;;;;
centro de educacion de jovenes y adultos;;;centro de educacion de jovenes y adultos;centro;de;educacion;de;jovenes;y;adultos;;;;;;;;
centro de animación socio cultural olta;;;centro de animación socio cultural olta;centro;de;animación;socio;cultural;olta;;;;;;;;;
jardin de infantes n°66;jardin de infantes;n°66;;;;;;;;;;;;;;;;
educacion domiciliaria y hospitalaria;;;educacion domiciliaria y hospitalaria;educacion;domiciliaria;y;hospitalaria;;;;;;;;;;;
jardin de infantes n°069;jardin de infantes;n°069;;;;;;;;;;;;;;;;
esc.n°416;esc.;n°416;;;;;;;;;;;;;;;;
jardin de infantes n°071;jardin de infantes;n°071;;;;;;;;;;;;;;;;
colegio provincial n°18;colegio;n°18;provincial;provincial;;;;;;;;;;;;;;
jardin de infantes n°070;jardin de infantes;n°070;;;;;;;;;;;;;;;;
jardin de infantes n°68;jardin de infantes;n°68;;;;;;;;;;;;;;;;
colegio provincial n°17 barrio talacan;colegio;n°17;provincial  barrio talacan;provincial;;barrio;talacan;;;;;;;;;;;
escuela de formacion integral en el taller mi nuevo sueño;escuela;;de formacion integral en el taller mi nuevo sueño;de;formacion;integral;en;el;taller;mi;nuevo;sueño;;;;;;
jardin de infantes n°72 prof. lelia mirta marasco de bilmezis;jardin de infantes;n°72;prof. lelia mirta marasco de bilmezis;prof.;lelia;mirta;marasco;de;bilmezis;;;;;;;;;
jardin de infantes n°75;jardin de infantes;n°75;;;;;;;;;;;;;;;;
colegio provincial n°19;colegio;n°19;provincial;provincial;;;;;;;;;;;;;;
esc.417;esc.;;417;417;;;;;;;;;;;;;;
jardin de infantes n°73;jardin de infantes;n°73;;;;;;;;;;;;;;;;
jardin de infantes n°74;jardin de infantes;n°74;;;;;;;;;;;;;;;;
instituto privado empresarial joaquin camaño;instituto;;privado empresarial joaquin camaño;privado;empresarial;joaquin;camaño;;;;;;;;;;;
instituto de educación técnica n°1;instituto;n°1;de educación técnica;de;educación;técnica;;;;;;;;;;;;
escuela rural municipal n°3 puerto alegre;escuela;n°3;rural municipal  puerto alegre;rural;municipal;;puerto;alegre;;;;;;;;;;
jardin de infantes n°78;jardin de infantes;n°78;;;;;;;;;;;;;;;;
jardin de infantes n°82;jardin de infantes;n°82;;;;;;;;;;;;;;;;
jardin de infantes n°77 procrear 2;jardin de infantes;n°77;procrear 2;procrear;2;;;;;;;;;;;;;
colegio provincial n°20;colegio;n°20;provincial;provincial;;;;;;;;;;;;;;
escuela n°418 b°los obreros;escuela;n°418;b°los obreros;b°los;obreros;;;;;;;;;;;;;
jardin maternal de educacion inicial primer ciclo n°4dr. santos danon;;n°4;jardin maternal de educacion inicial primer ciclo dr. santos danon;jardin;maternal;de;educacion;inicial;primer;ciclo;dr.;santos;danon;;;;;
jardin de infantes n°83;jardin de infantes;n°83;;;;;;;;;;;;;;;;
colegio secundario provincial n°21 (itinerante el barreal-san lorenzo) ;colegio;n°21;secundario provincial  (itinerante el barreal-san lorenzo);secundario;provincial;;(itinerante;el;barreal-san;lorenzo);;;;;;;;
j.i.n.n°10;;n°10;j.i.n.;j.i.n.;;;;;;;;;;;;;;
j.i.n. n°10 anexo 01 (esc.318);esc.;n°10;j.i.n.  anexo 01 (318);j.i.n.;;anexo;01;(318);;;;;;;;;;
j.i.n. n°10 anexo 02 (esc.119);esc.;n°10;j.i.n.  anexo 02 (119);j.i.n.;;anexo;02;(119);;;;;;;;;;
j.i.n.n°10 anexo 03 (esc.346);esc.;n°10;j.i.n. anexo 03 (346);j.i.n.;anexo;03;(346);;;;;;;;;;;
j.i.n.n°10 anexo 04 (esc.79);esc.;n°10;j.i.n. anexo 04 (79);j.i.n.;anexo;04;(79);;;;;;;;;;;
j.i.n.n°10 anexo 05 (esc.171);esc.;n°10;j.i.n. anexo 05 (171);j.i.n.;anexo;05;(171);;;;;;;;;;;
j.i.n.n°10 anexo 06 (esc.168);esc.;n°10;j.i.n. anexo 06 (168);j.i.n.;anexo;06;(168);;;;;;;;;;;
j.i.n. n°10 anexo 7 (esc.366);esc.;n°10;j.i.n.  anexo 7 (366);j.i.n.;;anexo;7;(366);;;;;;;;;;
centro de animación socio cultural;;;centro de animación socio cultural;centro;de;animación;socio;cultural;;;;;;;;;;
j.i.n.n°11;;n°11;j.i.n.;j.i.n.;;;;;;;;;;;;;;
j.i.n.n°11 extensión 01;;n°11;j.i.n. extensión 01;j.i.n.;extensión;01;;;;;;;;;;;;
j.i.n.n°11 extensión 02;;n°11;j.i.n. extensión 02;j.i.n.;extensión;02;;;;;;;;;;;;
j.i.n.n°11 extensión 03;;n°11;j.i.n. extensión 03;j.i.n.;extensión;03;;;;;;;;;;;;
j.i.n.n°11 extensión 04;;n°11;j.i.n. extensión 04;j.i.n.;extensión;04;;;;;;;;;;;;
j.i.n.n°11 extensión 05;;n°11;j.i.n. extensión 05;j.i.n.;extensión;05;;;;;;;;;;;;
j.i.n.n°11 extension 07;;n°11;j.i.n. extension 07;j.i.n.;extension;07;;;;;;;;;;;;
j.i.n.n°11 extension 08;;n°11;j.i.n. extension 08;j.i.n.;extension;08;;;;;;;;;;;;
escuela común para el nivel primario de gestión privada liliana agra ;escuela;;común para el nivel primario de gestión privada liliana agra;común;para;el;nivel;primario;de;gestión;privada;liliana;agra;;;;;
centro de animación socio cultural tama;;;centro de animación socio cultural tama;centro;de;animación;socio;cultural;tama;;;;;;;;;
centro de animacion socio cultural de la rioja capital;;;centro de animacion socio cultural de la rioja capital;centro;de;animacion;socio;cultural;de;la;rioja;capital;;;;;;
colegio secundario provincial n°22;colegio;n°22;secundario provincial;secundario;provincial;;;;;;;;;;;;;
instituto superior de formación técnico profesional;instituto;;superior de formación técnico profesional;superior;de;formación;técnico;profesional;;;;;;;;;;
instituto privado de nivel inicial santa angela de merici;instituto;;privado de nivel inicial santa angela de merici;privado;de;nivel;inicial;santa;angela;de;merici;;;;;;;
jardin maternal chaha de yoma;;;jardin maternal chaha de yoma;jardin;maternal;chaha;de;yoma;;;;;;;;;;
jardin de infantes n°84;jardin de infantes;n°84;;;;;;;;;;;;;;;;
jardin de infantes n°85;jardin de infantes;n°85;;;;;;;;;;;;;;;;
jardin de infantes n°86;jardin de infantes;n°86;;;;;;;;;;;;;;;;
plan fines - modalidad de educacion permanente de jovenes y adultos;;;plan fines - modalidad de educacion permanente de jovenes y adultos;plan;fines;-;modalidad;de;educacion;permanente;de;jovenes;y;adultos;;;;
fines 2 - (esc.mun. n°1 j. m. fangio);esc.;n°1;fines 2 - (mun.  j. m. fangio);fines;2;-;(mun.;;j.;m.;fangio);;;;;;;
fines 2 - (esc.n°054 pcia de buenos aires);esc.;n°054;fines 2 - ( pcia de buenos aires);fines;2;-;(;pcia;de;buenos;aires);;;;;;;
fines 2 - (esc. 407 prof. r.d.tapia);esc.;;fines 2 - ( 407 prof. r.d.tapia);fines;2;-;(;407;prof.;r.d.tapia);;;;;;;;
fines 2 - (colegio 12);colegio;;fines 2 - ( 12);fines;2;-;(;12);;;;;;;;;;
fines 2 - (colegio 15);colegio;;fines 2 - ( 15);fines;2;-;(;15);;;;;;;;;;
fines 2 - (esc. 410);esc.;;fines 2 - ( 410);fines;2;-;(;410);;;;;;;;;;
fines 2 - (madre maravilla);;;fines 2 - (madre maravilla);fines;2;-;(madre;maravilla);;;;;;;;;;
fines 2 - (colegio pre-universitario san martin);colegio;;fines 2 - ( pre-universitario san martin);fines;2;-;(;pre-universitario;san;martin);;;;;;;;
fines 2 - (centro terapeutico makipura);;;fines 2 - (centro terapeutico makipura);fines;2;-;(centro;terapeutico;makipura);;;;;;;;;
fines 2 - (servicio penitenciario provincial);;;fines 2 - (servicio penitenciario provincial);fines;2;-;(servicio;penitenciario;provincial);;;;;;;;;
fines 2 - (centro terapeutico revivir);;;fines 2 - (centro terapeutico revivir);fines;2;-;(centro;terapeutico;revivir);;;;;;;;;
fines 2 - (fundacion padre praolini);;;fines 2 - (fundacion padre praolini);fines;2;-;(fundacion;padre;praolini);;;;;;;;;
fines 2 - (centro vecinal bª 20 de mayo);;;fines 2 - (centro vecinal bª 20 de mayo);fines;2;-;(centro;vecinal;bª;20;de;mayo);;;;;;
fines 2 - (comunidad niño alcalde b°tambor de tacuari);;;fines 2 - (comunidad niño alcalde b°tambor de tacuari);fines;2;-;(comunidad;niño;alcalde;b°tambor;de;tacuari);;;;;;
fines 2 - (esc. n°201 el quebracho);esc.;n°201;fines 2 - (  el quebracho);fines;2;-;(;;el;quebracho);;;;;;;;
fines 2 - (esc.n°11 provincia de tucuman);esc.;n°11;fines 2 - ( provincia de tucuman);fines;2;-;(;provincia;de;tucuman);;;;;;;;
fines 2 - (colegio provincial pbro. virgilio c. ferreyra);colegio;;fines 2 - ( provincial pbro. virgilio c. ferreyra);fines;2;-;(;provincial;pbro.;virgilio;c.;ferreyra);;;;;;
fines 2 - (esc.n°19 domingo mathieu-aminga);esc.;n°19;fines 2 - ( domingo mathieu-aminga);fines;2;-;(;domingo;mathieu-aminga);;;;;;;;;
fines 2 - (esc. n°14 jose justo de urquiza-chañar);esc.;n°14;fines 2 - (  jose justo de urquiza-chañar);fines;2;-;(;;jose;justo;de;urquiza-chañar);;;;;;
fines 2 - (esc.n°239 agueda pizarro-la calera);esc.;n°239;fines 2 - ( agueda pizarro-la calera);fines;2;-;(;agueda;pizarro-la;calera);;;;;;;;
fines 2 - (esc. 95 eusebio toledo vega-ñoqueve);esc.;;fines 2 - ( 95 eusebio toledo vega-ñoqueve);fines;2;-;(;95;eusebio;toledo;vega-ñoqueve);;;;;;;
fines 2 - (col.sec.intendente elizondo-nacate);;;fines 2 - (col.sec.intendente elizondo-nacate);fines;2;-;(col.sec.intendente;elizondo-nacate);;;;;;;;;;
fines 2 - (colegio secundario guandacol);colegio;;fines 2 - ( secundario guandacol);fines;2;-;(;secundario;guandacol);;;;;;;;;
fines 2 - (col. sec. loma blanca);;;fines 2 - (col. sec. loma blanca);fines;2;-;(col.;sec.;loma;blanca);;;;;;;;
fines 2 - (punto digital - patquia);;;fines 2 - (punto digital - patquia);fines;2;-;(punto;digital;-;patquia);;;;;;;;
fines 2 - (esc.n°164 juana loreto de arguello;esc.;n°164;fines 2 - ( juana loreto de arguello;fines;2;-;(;juana;loreto;de;arguello;;;;;;;
fines 2 - (esc. municipal n°1 j.m. fangio);esc.;n°1;fines 2 - ( municipal  j.m. fangio);fines;2;-;(;municipal;;j.m.;fangio);;;;;;;
fines 2 - (esc. esp. n°371 maria madre del buen camino;esc.;n°371;fines 2 - ( esp.  maria madre del buen camino;fines;2;-;(;esp.;;maria;madre;del;buen;camino;;;;
fines 2 - (esc. esp. n°383 de formacion laboral;esc.;n°383;fines 2 - ( esp.  de formacion laboral;fines;2;-;(;esp.;;de;formacion;laboral;;;;;;
fines 2 - (esc. n 308 dardo de la vega diaz-san lorenzo);esc.;;fines 2 - ( n 308 dardo de la vega diaz-san lorenzo);fines;2;-;(;n;308;dardo;de;la;vega;diaz-san;lorenzo);;;
fines 2 - (punto digital - patquia);;;fines 2 - (punto digital - patquia);fines;2;-;(punto;digital;-;patquia);;;;;;;;
esc.normal superior joaquin v.gonzalez(nivel inicial);esc.;;normal superior joaquin v.gonzalez(nivel inicial);normal;superior;joaquin;v.gonzalez(nivel;inicial);;;;;;;;;;
esc.normal superior joaquin v.gonzalez(nivel primario);esc.;;normal superior joaquin v.gonzalez(nivel primario);normal;superior;joaquin;v.gonzalez(nivel;primario);;;;;;;;;;
esc.normal superior dr.pedro ignacio de castro barros(nivel inicial);esc.;;normal superior dr.pedro ignacio de castro barros(nivel inicial);normal;superior;dr.pedro;ignacio;de;castro;barros(nivel;inicial);;;;;;;
esc.normal superior dr.pedro ignacio de castro barros(nivel primario);esc.;;normal superior dr.pedro ignacio de castro barros(nivel primario);normal;superior;dr.pedro;ignacio;de;castro;barros(nivel;primario);;;;;;;
esc.normal superior juan facundo quiroga(nivel primario);esc.;;normal superior juan facundo quiroga(nivel primario);normal;superior;juan;facundo;quiroga(nivel;primario);;;;;;;;;
esc.normal dr. jose santos salinas(nivel primario);esc.;;normal dr. jose santos salinas(nivel primario);normal;dr.;jose;santos;salinas(nivel;primario);;;;;;;;;
colegio universitario gral.san martin;colegio;;universitario gral.san martin;universitario;gral.san;martin;;;;;;;;;;;;
